10000,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25000,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
40000,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
55000,2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
70000,3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3
85000,4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4
100000,5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
115000,5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5
130000,6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6
145000,7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7
160000,8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8
175000,9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9
190000,10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10
205000,11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11
220000,12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 43, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12
235000,12, 13, 12, 12, 12, 13, 13, 12, 12, 12, 13, 12, 12, 12, 12, 13, 13, 12, 12, 12, 13, 12, 12, 12, 12
250000,14, 14, 14, 14, 14, 14, 13, 13, 14, 14, 13, 13, 14, 13, 14, 14, 13, 13, 14, 14, 13, 13, 13, 14, 14
265000,14, 14, 15, 14, 14, 14, 15, 14, 14, 14, 14, 14, 14, 14, 15, 14, 14, 14, 14, 14, 14, 14, 15, 14, 14
280000,15, 15, 15, 15, 16, 15, 15, 15, 15, 15, 15, 15, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16
295000,16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
310000,17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 17, 17, 17, 17
325000,18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18, 18
340000,19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19
355000,19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19, 19, 20, 19, 19, 19, 19, 19, 19
370000,21, 20, 20, 21, 21, 20, 20, 20, 20, 21, 20, 21, 21, 20, 20, 20, 21, 21, 20, 21, 21, 20, 20, 20, 21
385000,21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21, 21
400000,22, 22, 23, 22, 22, 23, 23, 22, 22, 23, 23, 22, 22, 23, 22, 22, 23, 22, 22, 22, 23, 22, 22, 23, 22
415000,24, 23, 23, 23, 24, 23, 23, 23, 24, 23, 23, 24, 23, 23, 23, 24, 23, 23, 24, 23, 23, 23, 23, 23, 23
430000,24, 24, 24, 24, 24, 24, 24, 24, 24, 27, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24
445000,25, 26, 25, 25, 26, 25, 25, 25, 26, 26, 25, 26, 25, 25, 25, 26, 25, 25, 26, 25, 25, 25, 26, 25, 25
460000,26, 26, 26, 26, 26, 26, 27, 26, 26, 27, 27, 26, 26, 27, 26, 26, 27, 26, 26, 26, 27, 26, 26, 26, 26
475000,27, 27, 27, 27, 27, 29, 27, 27, 27, 27, 27, 27, 26, 26, 27, 27, 27, 27, 27, 27, 26, 27, 27, 27, 27
490000,28, 28, 28, 28, 28, 28, 29, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 29, 28
505000,29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29
520000,30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30
535000,31, 31, 31, 32, 32, 31, 31, 31, 32, 32, 31, 32, 31, 31, 31, 32, 31, 31, 31, 31, 31, 31, 32, 31, 31
550000,31, 31, 31, 31, 31, 31, 32, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31
565000,33, 33, 33, 33, 33, 32, 32, 33, 33, 33, 33, 33, 32, 32, 33, 33, 33, 33, 33, 32, 32, 33, 33, 33, 33
580000,33, 33, 36, 33, 33, 33, 34, 33, 33, 34, 33, 33, 34, 33, 33, 33, 33, 33, 33, 33, 34, 33, 33, 35, 33
595000,34, 35, 35, 34, 35, 34, 34, 34, 35, 34, 35, 35, 34, 34, 35, 35, 35, 35, 35, 34, 34, 35, 35, 35, 35
610000,35, 35, 35, 35, 35, 36, 36, 36, 36, 36, 35, 35, 35, 35, 35, 35, 35, 36, 35, 35, 36, 35, 35, 36, 35
625000,36, 37, 36, 37, 37, 36, 36, 39, 37, 37, 37, 37, 36, 36, 36, 37, 36, 36, 37, 36, 36, 36, 36, 36, 36
640000,37, 37, 37, 37, 37, 37, 38, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37, 37
655000,38, 38, 38, 38, 39, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38, 38
